"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Altersdurchschnitt","gesamt","2007","14 Berg am Laim","41.6","1654110","39783","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2007","15 Trudering - Riem","39.3","2217436","56487","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2007","16 Ramersdorf - Perlach","41.8","4320190","103447","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2007","17 Obergiesing - Fasangarten","40.9","1955378","47791","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2007","18 Untergiesing - Harlaching","43.3","2119441","48990","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2007","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","44.1","3625668","82283","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2007","20 Hadern","42.5","1955477","46059","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2007","21 Pasing - Obermenzing","42","2718962","64773","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2007","22 Aubing - Lochhausen - Langwied","42.7","1626244","38091","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2007","23 Allach - Untermenzing","42.6","1199204","28165","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2007","24 Feldmoching - Hasenbergl","41.5","2300334","55475","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2007","25 Laim","43.3","2190572","50600","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","Stadt München","41.6","55122565","1326206","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","01 Altstadt - Lehel","42.6","804996","18876","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","02 Ludwigsvorstadt - Isarvorstadt","39.6","1813379","45736","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","03 Maxvorstadt","39.3","1808762","46058","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","04 Schwabing - West","41.8","2489284","59553","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","05 Au - Haidhausen","40.6","2207959","54382","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","06 Sendling","40.1","1489359","37146","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","07 Sendling - Westpark","42.5","2162080","50903","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","08 Schwanthalerhöhe","39.4","1028645","26103","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","09 Neuhausen - Nymphenburg","41.9","3545477","84604","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","10 Moosach","41.5","1980813","47754","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","11 Milbertshofen - Am Hart","39.4","2636578","66992","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","12 Schwabing - Freimann","40.1","2500371","62430","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","13 Bogenhausen","42.7","3230277","75657","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","14 Berg am Laim","41.7","1627998","38995","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","15 Trudering - Riem","39.5","2128937","53915","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","16 Ramersdorf - Perlach","41.6","4268296","102689","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","17 Obergiesing - Fasangarten","41.1","1930731","47007","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","18 Untergiesing - Harlaching","43.4","2088167","48075","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","44.1","3562338","80701","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","20 Hadern","42.6","1916877","44993","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","21 Pasing - Obermenzing","42.1","2681480","63763","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","22 Aubing - Lochhausen - Langwied","42.6","1614595","37857","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","23 Allach - Untermenzing","42.6","1180129","27730","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","24 Feldmoching - Hasenbergl","41.5","2253506","54245","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2006","25 Laim","43.4","2170949","50028","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","Stadt München","41.8","53802509","1288307","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","01 Altstadt - Lehel","42.7","794872","18631","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","02 Ludwigsvorstadt - Isarvorstadt","40","1757371","43945","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","03 Maxvorstadt","40.4","1706626","42201","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","04 Schwabing - West","42.6","2384767","56033","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","05 Au - Haidhausen","41","2151856","52502","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","06 Sendling","40.2","1445016","35966","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","07 Sendling - Westpark","42.7","2112657","49472","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","08 Schwanthalerhöhe","39.8","1014608","25507","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","09 Neuhausen - Nymphenburg","42.2","3468332","82156","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","10 Moosach","41.5","1956810","47198","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","11 Milbertshofen - Am Hart","39.7","2563560","64612","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","12 Schwabing - Freimann","40.4","2413523","59767","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","13 Bogenhausen","42.7","3151062","73860","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","14 Berg am Laim","41.8","1603288","38327","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","15 Trudering - Riem","39.6","2016945","50990","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","16 Ramersdorf - Perlach","41.4","4216302","101820","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","17 Obergiesing - Fasangarten","41.4","1867521","45132","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","18 Untergiesing - Harlaching","43.6","2043729","46857","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","44.1","3491322","79148","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","20 Hadern","42.7","1876911","43981","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","21 Pasing - Obermenzing","42","2637200","62724","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","22 Aubing - Lochhausen - Langwied","42.5","1595946","37560","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","23 Allach - Untermenzing","42.5","1171691","27586","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","24 Feldmoching - Hasenbergl","41.7","2223749","53389","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2005","25 Laim","43.7","2136079","48927","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","Stadt München","41.8","53222779","1273185","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","01 Altstadt - Lehel","42.9","781462","18210","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","02 Ludwigsvorstadt - Isarvorstadt","40","1740032","43469","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","03 Maxvorstadt","40.6","1686971","41581","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","04 Schwabing - West","42.7","2357852","55231","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","05 Au - Haidhausen","41.3","2119989","51383","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","06 Sendling","40.2","1434237","35691","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","07 Sendling - Westpark","42.8","2082571","48669","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","08 Schwanthalerhöhe","39.7","1008182","25369","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","09 Neuhausen - Nymphenburg","42.2","3459419","81921","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","10 Moosach","41.4","1941329","46856","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","11 Milbertshofen - Am Hart","39.9","2517835","63076","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","12 Schwabing - Freimann","40.3","2403465","59601","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","13 Bogenhausen","42.7","3116021","72982","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","14 Berg am Laim","41.8","1593515","38127","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","15 Trudering - Riem","39.8","1944753","48914","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","16 Ramersdorf - Perlach","41.4","4169988","100844","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","17 Obergiesing - Fasangarten","41.5","1847742","44473","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","18 Untergiesing - Harlaching","43.7","2030515","46462","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","44.2","3448532","78057","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","20 Hadern","42.7","1851595","43396","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","21 Pasing - Obermenzing","42","2608007","62081","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","22 Aubing - Lochhausen - Langwied","42.3","1588783","37595","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","23 Allach - Untermenzing","42.3","1158292","27374","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","24 Feldmoching - Hasenbergl","41.5","2196384","52958","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2004","25 Laim","43.7","2134241","48841","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","Stadt München","41.7","52901774","1267811","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","01 Altstadt - Lehel","42.8","776947","18159","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","02 Ludwigsvorstadt - Isarvorstadt","40.1","1747933","43637","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","03 Maxvorstadt","40.6","1683944","41502","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","04 Schwabing - West","42.8","2325462","54351","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","05 Au - Haidhausen","41.2","2128090","51636","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","06 Sendling","40.3","1414912","35113","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","07 Sendling - Westpark","42.8","2077549","48564","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","08 Schwanthalerhöhe","39.8","1009150","25328","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","09 Neuhausen - Nymphenburg","42.1","3440120","81661","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","10 Moosach","41.3","1923393","46546","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","11 Milbertshofen - Am Hart","40.1","2484001","61885","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","12 Schwabing - Freimann","40.1","2414972","60214","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","13 Bogenhausen","42.6","3109977","73070","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","14 Berg am Laim","41.8","1571754","37607","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","15 Trudering - Riem","39.7","1902198","47919","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","16 Ramersdorf - Perlach","41.1","4140246","100724","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","17 Obergiesing - Fasangarten","41.4","1852323","44761","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","18 Untergiesing - Harlaching","43.6","2035513","46707","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","44","3423084","77850","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","20 Hadern","42.6","1826271","42823","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","21 Pasing - Obermenzing","41.9","2578763","61509","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","22 Aubing - Lochhausen - Langwied","42.1","1579876","37566","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","23 Allach - Untermenzing","42.1","1137023","26977","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","24 Feldmoching - Hasenbergl","41.3","2187918","52961","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2003","25 Laim","43.7","2128916","48708","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","Stadt München","41.7","52664311","1264309","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","01 Altstadt - Lehel","42.7","775978","18193","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","02 Ludwigsvorstadt - Isarvorstadt","40.1","1764670","44059","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","03 Maxvorstadt","40.6","1688079","41606","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","04 Schwabing - West","42.8","2321432","54272","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","05 Au - Haidhausen","41","2134154","52000","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","06 Sendling","40.3","1413507","35102","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","07 Sendling - Westpark","42.7","2070630","48448","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","08 Schwanthalerhöhe","39.8","997013","25078","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","09 Neuhausen - Nymphenburg","42","3443219","81947","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","10 Moosach","41.2","1907646","46333","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","11 Milbertshofen - Am Hart","40.1","2472862","61655","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","12 Schwabing - Freimann","40","2401189","60060","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2002","13 Bogenhausen","42.5","3078494","72429","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
